0.5098525,-0.07967505,-0.3917427,-0.023693817,0.017333161,0.98228437,13.01726621,77.56806192,834
0.035350353,0.026394695,-1.0756626,-0.01710417,0.015929628,0.98231596,13.01726621,77.56806192,834
-0.31975648,0.14443496,-1.012105,-0.016669761,0.016476154,0.98268276,13.01726621,77.56806192,834
-0.525632,0.24105734,-0.8089752,-0.0174576,0.017439844,0.98316026,13.01726621,77.56806192,834
-0.51890856,0.19625333,-0.79430676,-0.017901717,0.017537469,0.98369133,13.01726621,77.56806192,834
-0.11343825,0.06898762,-0.6063576,-0.01580188,0.015667561,0.9842414,13.01726621,77.56806192,834
0.5719337,-0.07906599,0.21153355,-0.006669251,0.00949404,0.98489136,13.01726621,77.56806192,834
0.6398116,-0.0891716,0.20799065,0.0004955517,0.004845389,0.9852332,13.01726621,77.56806192,834
0.57599676,-0.07966965,0.21323204,0.00652365,0.0006279416,0.98549116,13.01726621,77.56806192,834
0.30316687,-0.008543765,0.33915234,0.011355806,-0.0030631502,0.9857438,13.01726621,77.56806192,834
0.20857126,0.02504196,0.30290318,0.015510573,-0.0063099633,0.98595047,13.01726621,77.56806192,834
0.14885435,0.011366583,0.35970688,0.019228559,-0.009270265,0.98614544,13.01726621,77.56806192,834
0.23392633,-0.091332,0.6133995,0.022779549,-0.012239929,0.98629546,13.01726621,77.56806192,834
0.3215794,-0.073820785,0.7183504,0.026604462,-0.01487648,0.98640877,13.01726621,77.56806192,834
0.29216903,-0.06190361,0.6071348,0.03242399,-0.017791415,0.9865039,13.01726621,77.56806192,834
0.20138592,-0.07412031,0.43704033,0.03612384,-0.019297037,0.98654217,13.01726621,77.56806192,834
-0.026069045,-0.073632985,0.21257591,0.039070923,-0.020490754,0.9865671,13.01726621,77.56806192,834
-0.22709095,-0.11288631,0.053287506,0.042091496,-0.022078717,0.9866873,13.01726621,77.56806192,834
-0.34713376,-0.08448005,0.20065594,0.04327686,-0.023085799,0.98681825,13.01726621,77.56806192,834
-0.28246206,-0.08049321,0.3525858,0.044181276,-0.024010178,0.9869547,13.01726621,77.56806192,834
-0.09335792,-0.09310186,0.3668747,0.04532357,-0.024910659,0.98707795,13.01726621,77.56806192,834
-0.01762414,-0.08799428,0.46565247,0.046621293,-0.025734335,0.9871579,13.01726621,77.56806192,834
-0.058825493,-0.11004928,0.41666794,0.047884535,-0.026451567,0.98722595,13.01726621,77.56806192,834
-0.06612909,-0.21722037,0.41604137,0.04940355,-0.027274111,0.98734677,13.01726621,77.56806192,834
0.19095433,-0.16275594,0.31926632,0.050792776,-0.027620858,0.98740274,13.01726621,77.56806192,834
0.28048074,-0.13429543,0.4248848,0.052488044,-0.027675606,0.9874062,13.01726621,77.56806192,834
0.07210851,0.01655969,0.16159153,0.055035427,-0.026946807,0.987405,13.01726621,77.56806192,834
-0.10098255,-0.025882095,-0.20250416,0.05653852,-0.02609733,0.98743343,13.01726621,77.56806192,834
-0.0047130585,-0.035220236,-0.504406,0.058242936,-0.02534309,0.98742115,13.01726621,77.56806192,834
0.12109387,-0.070433944,-0.49035072,0.06076392,-0.024597526,0.9873641,13.01726621,77.56806192,834
0.109117985,-0.08610237,-0.5160017,0.06138019,-0.024405437,0.9873455,13.01726621,77.56806192,834
